"sampleName"	"Scer"	"Spar"	"site"	"hostType"	"latitude"	"longitude"	"vineyardAgr"	"genotype"	"genotypeStudy"	"GoogleSearchTerm"	"TmaxLat"	"TmaxLon"	"Tmax"
MSH830a-6-A9	0	1	MSHQuebec	oaklike	45.552235	-73.155433	unknown	NAmericaB	Leducq2014	"Mont-Saint-Hilaire, QC, Canada"	45.55	-73.1583333333333	254
MSH830b-4-D10	0	1	MSHQuebec	oaklike	45.552235	-73.155433	unknown	NAmericaB	Leducq2014	"Mont-Saint-Hilaire, QC, Canada"	45.55	-73.1583333333333	254
MSH830b-4-F2	0	1	MSHQuebec	oaklike	45.552235	-73.155433	unknown	NAmericaB	Leducq2014	"Mont-Saint-Hilaire, QC, Canada"	45.55	-73.1583333333333	254
MSH830b-5-F1	0	1	MSHQuebec	oaklike	45.552235	-73.155433	unknown	NAmericaB	Leducq2014	"Mont-Saint-Hilaire, QC, Canada"	45.55	-73.1583333333333	254
MSH833-4-i2	0	1	MSHQuebec	oaklike	45.552235	-73.155433	unknown	NAmericaB	Leducq2014	"Mont-Saint-Hilaire, QC, Canada"	45.55	-73.1583333333333	254
MSH838-2	0	1	MSHQuebec	oaklike	45.552235	-73.155433	unknown	NAmericaB	Leducq2014	"Mont-Saint-Hilaire, QC, Canada"	45.55	-73.1583333333333	254
MSH839-2	0	1	MSHQuebec	oaklike	45.552235	-73.155433	unknown	NAmericaB	Leducq2014	"Mont-Saint-Hilaire, QC, Canada"	45.55	-73.1583333333333	254
MSH842-3	0	1	MSHQuebec	oaklike	45.552235	-73.155433	unknown	NAmericaB	Leducq2014	"Mont-Saint-Hilaire, QC, Canada"	45.55	-73.1583333333333	254
MSH846-2	0	1	MSHQuebec	oaklike	45.552235	-73.155433	unknown	NAmericaB	Leducq2014	"Mont-Saint-Hilaire, QC, Canada"	45.55	-73.1583333333333	254
MSH850-1	0	1	MSHQuebec	oaklike	45.552235	-73.155433	unknown	NAmericaB	Leducq2014	"Mont-Saint-Hilaire, QC, Canada"	45.55	-73.1583333333333	254
MSHD1S11	0	1	MSHQuebec	oaklike	45.552235	-73.155433	unknown	NAmericaC	Leducq2014	"Mont-Saint-Hilaire, QC, Canada"	45.55	-73.1583333333333	254
MSHD2B12	0	1	MSHQuebec	oaklike	45.552235	-73.155433	unknown	NAmericaC	Leducq2014	"Mont-Saint-Hilaire, QC, Canada"	45.55	-73.1583333333333	254
MSHD2S35	0	1	MSHQuebec	oaklike	45.552235	-73.155433	unknown	NAmericaC	Leducq2014	"Mont-Saint-Hilaire, QC, Canada"	45.55	-73.1583333333333	254
NRLLYB2047	0	1	SalemMO	frass	37.642391	-91.536332	unknown	NAmericaB	Leducq2014	"Salem, MO"	37.6416666666667	-91.5333333333333	319
UCD62-186	0	1	Saskatoon,SK	insect	52.14745	-106.642607	unknown	NAmericaC	Leducq2014	"Saskatoon, SK"	52.15	-106.641666666667	257
UTM-10	0	1	TorontoON	oaklike	43.729932	-79.366033	unknown	NAmericaB	Leducq2014	"Toronto, ON"	43.7333333333333	-79.3666666666667	265
UTM-6	0	1	TorontoON	oaklike	43.729932	-79.366033	unknown	NAmericaB	Leducq2014	"Toronto, ON"	43.7333333333333	-79.3666666666667	265
UTM-9	0	1	TorontoON	oaklike	43.729932	-79.366033	unknown	NAmericaB	Leducq2014	"Toronto, ON"	43.7333333333333	-79.3666666666667	265
UWOPS-03-346t1	0	1	LongPointON	oaklike	42.548862	-80.04945	unknown	NAmericaB	Leducq2014	"Long Point, ON"	42.55	-80.05	264
UWOPS-79-140	0	1	StJosephON	oaklike	46.233435	-83.964258	unknown	NAmericaB	Leducq2014	"St-Joseph Island, ON"	46.2333333333333	-83.9666666666667	245
UWOPS-80-13	0	1	LondonON	oaklike	42.997363	-81.24038	unknown	NAmericaB	Leducq2014	"London, ON"	43	-81.2416666666667	262
UWOPS-91-202.1	0	1	LongPointON	oaklike	42.548862	-80.04945	unknown	NAmericaB	Leducq2014	"Long Point, ON"	42.55	-80.05	264
UWOPS-99-501.1	0	1	LongPointON	oaklike	42.548862	-80.04945	unknown	NAmericaB	Leducq2014	"Long Point, ON"	42.55	-80.05	264
yHBJ1	0	1	IronRiverWI	oaklike	46.589356	-91.417997	unknown	NAmericaB	Leducq2014	"Iron River, WI"	46.5916666666667	-91.4166666666667	261
yHBJ16	0	1	IronRiverWI	oaklike	46.589356	-91.417997	unknown	NAmericaB	Leducq2014	"Iron River, WI"	46.5916666666667	-91.4166666666667	261
yHBJ17	0	1	IronRiverWI	oaklike	46.589356	-91.417997	unknown	NAmericaB	Leducq2014	"Iron River, WI"	46.5916666666667	-91.4166666666667	261
yHBJ24	0	1	IronRiverWI	oaklike	46.589356	-91.417997	unknown	NAmericaB	Leducq2014	"Iron River, WI"	46.5916666666667	-91.4166666666667	261
yHBJ5	0	1	IronRiverWI	oaklike	46.589356	-91.417997	unknown	NAmericaB	Leducq2014	"Iron River, WI"	46.5916666666667	-91.4166666666667	261
yHBJ6	0	1	IronRiverWI	mushroom	46.589356	-91.417997	unknown	NAmericaB	Leducq2014	"Iron River, WI"	46.5916666666667	-91.4166666666667	261
yHBJ9	0	1	IronRiverWI	oaklike	46.589356	-91.417997	unknown	NAmericaB	Leducq2014	"Iron River, WI"	46.5916666666667	-91.4166666666667	261
yHKS10	0	1	SussexWI	oaklike	43.133495	-88.220958	unknown	NAmericaB	Leducq2014	"Sussex, WI"	43.1333333333333	-88.225	279
YPS484	0	1	GrandBendON	oaklike	43.313713	-81.75617	unknown	NAmericaB	Leducq2014	"Grand Bend, ON"	43.3166666666667	-81.7583333333333	261
